,indicativo,nombre_indicativo,start_date,end_date,latitud_dd,longitud_dd,cluster
106,1183X,LLANES,2016-01-01,2024-12-31,43.42027777777778,-4.748055555555555,5
107,1186P,"AMIEVA, PANIZALES",2016-01-01,2023-12-31,43.266666666666666,-5.119166666666667,5
108,1199X,"PILOÑA, BARGAÉU",2016-01-01,2025-06-11,43.37777777777778,-5.396666666666667,5
109,1203D,COLUNGA,2016-01-01,2023-12-31,43.49222222222223,-5.247222222222223,5
110,1207U,"GIJÓN, CAMPUS",2016-01-01,2023-12-31,43.52305555555555,-5.621111111111111,5
111,1208H,"GIJÓN, PUERTO",2016-01-01,2024-12-31,43.55972222222222,-5.700833333333334,5
112,1210X,CABO PEÑAS,2016-01-01,2023-12-31,43.65583333333333,-5.848611111111111,5
113,1212E,ASTURIAS AEROPUERTO,2016-01-01,2025-06-11,43.566944444444445,-6.0441666666666665,5
114,1221D,PAJARES-VALGRANDE,2016-01-01,2025-06-11,42.97861111111112,-5.776388888888889,1
115,1223P,"LENA, RONZÓN",2016-01-01,2024-12-31,43.132777777777775,-5.822777777777778,5
116,1226X,"ALLER, FELECHOSA",2016-01-01,2025-06-11,43.09527777777778,-5.476944444444444,5
117,1234P,"MIERES, BAIÑA",2016-01-01,2025-06-11,43.275,-5.819166666666667,5
118,1249I,OVIEDO,2016-01-01,2022-12-31,43.35333333333333,-5.874166666666667,5
119,1249X,OVIEDO,2016-01-01,2024-12-31,43.35333333333333,-5.87388888888889,5
120,1272B,"TINEO, SOUTU",2016-01-01,2024-12-31,43.290277777777774,-6.386666666666667,5
121,1276F,POLA DE SOMIEDO,2016-01-01,2025-06-11,43.1,-6.256944444444445,5
122,1279X,"SALAS, CAMUÑO",2016-01-01,2025-06-11,43.425,-6.230833333333334,5
