indicativo,altitud,tmed_mean,tmed_winter,tmed_spring,tmed_summer,tmed_fall,prec_mean,hrMedia_mean,velmedia_mean,longitud_dd,latitud_dd,tmed_range,prec_mean_log,velmedia_mean_log,cluster
0244X,56,18.082989926739927,11.936574074074073,15.803170289855073,25.174728260869568,19.310555555555556,1.4448717948717948,67.29967948717949,2.1247023809523813,2.3625000000000003,41.505,13.238154186795494,0.8939926859167816,1.1393390405576915,1
0252D,74,17.329890512317878,10.981435259148482,15.327959927140254,24.57470355731225,18.507658148945232,1.5106860809476803,61.79498245261035,1.3646347482724581,2.54,41.58722222222222,13.59326829816377,0.920556054816368,0.860623569539976,1
0255B,40,15.17321560703921,8.968807292632384,13.17358695652174,22.319021739130434,16.301339285714285,1.8101970203037405,70.41426075910115,1.658448984851401,2.6969444444444446,41.65083333333333,13.35021444649805,1.03325459487488,0.9777428643297259,1
0260X,936,13.484051923968474,7.496415094339622,11.134510869565217,21.33818525519849,14.061996336996335,2.4297443420945863,69.85790449698655,1.9869630778355676,2.431111111111111,41.76,13.841770160858868,1.2324857225674333,1.094257178205305,0
0281Y,45,17.728594249201276,11.46439114391144,15.588677536231886,25.116696914700544,18.654578754578754,1.5680054769511638,71.6188954815153,2.726243724326791,2.805,41.676944444444445,13.652305770789104,0.9431295185945852,1.3154006818294013,1
0284X,14,16.161501214862604,9.53108925869894,13.924689440993788,23.348078590501053,17.20088587910791,1.4419235144553784,72.25609211663206,2.147991234477721,3.0308333333333333,41.80777777777777,13.816989331802114,0.8927860543361611,1.146764546077875,1
0294B,51,16.48384825967931,9.501424050632913,14.577950310559007,24.473757763975154,17.260596546310833,1.858575844749829,69.69808369182635,2.0459738824583362,3.042222222222222,41.967777777777776,14.972333713342241,1.0503235444291306,1.1138206800627155,1
0312X,851,11.559382986491421,4.717420814479638,9.624922360248448,19.399007092198584,11.910247592847318,2.5984243733590655,76.21496691930234,1.450346841913107,2.364444444444445,42.25833333333333,14.681586277718946,1.2804960755878878,0.8962295826646126,0
0320I,1151,11.641590326126787,6.034031791907514,9.776275862068964,19.02259259259259,12.035007849293564,2.5743022121656316,62.34383475553136,1.9261634298277757,2.102777777777778,42.316944444444445,12.988560800685077,1.273769971686605,1.0736921553880256,3
0321,731,12.63998508019396,5.60105421686747,11.512606232294619,21.274061990212072,12.893696275071632,2.6628683327116747,63.80361805296531,1.9269919552999437,2.167222222222222,42.22277777777778,15.673007773344601,1.298246537944975,1.0739752592604452,3
0324A,675,12.924940965025167,5.59051282051282,11.74397740992104,21.625797381315763,13.150796793932903,1.8554678569178569,69.57467481775284,1.5344064657033452,2.196111111111111,42.19138888888889,16.035284560802943,1.049235702508158,0.9299594738118561,1
0341,611,13.402394799863153,6.10124481327801,11.60625,21.702989130434784,14.077472527472526,1.8623845364351694,70.54601436879918,1.6788744440643175,2.2266666666666666,41.84666666666667,15.601744317156774,1.0516550314502802,0.9853967227468794,1
0341X,607,13.754773074533402,6.547858304830878,11.991744548286606,21.96323529411765,14.81113320079523,1.8166847081049975,67.78328981723237,1.635987815491732,2.2225,41.846944444444446,15.41537698928677,1.035560557924837,0.9692579942819798,1
0349,578,13.60394268098152,6.0101336135426005,11.908684210526317,22.405970149253733,14.309767441860462,1.66374426307862,67.24975845410628,1.3698254082922632,2.3175,41.92611111111111,16.395836535711133,0.9797327507272425,0.8628162850462339,1
0360X,337,14.082774001699235,7.131465517241379,12.445186335403726,22.11917808219178,14.80274725274725,2.2842557033458415,75.71495327102804,0.7223882757112818,2.551111111111111,42.05277777777778,14.987712564950401,1.189140051940789,0.5437118600959878,0
0363X,810,12.941682091312247,6.670686070686071,10.661847826086957,20.446965011585572,13.280219780219781,2.5315868263473056,71.6909169440515,1.775073661895993,2.513333333333333,41.880833333333335,13.776278940899502,1.2617472958161406,1.020677291673475,0
0367,143,16.362055004810447,9.058224296836771,14.156195652173913,24.446346153846154,16.995604395604392,2.141840796019901,70.15187407141025,2.907189054726368,2.763333333333333,41.91166666666666,15.388121857009383,1.1448088689188403,1.3628182036215533,1
0370E,76,17.132496576905524,9.971915285451198,15.197554347826086,25.385960144927534,17.868474264705885,2.0096759470561385,66.27818347786399,1.3501369237790963,2.819444444444444,41.97222222222222,15.414044859476336,1.1018324141798252,0.8544735918966162,1
0372C,157,15.468136306658701,8.885147601476016,13.557818532818532,24.355459865523056,16.48665297741273,2.070484031936128,65.03538552155054,1.5426397205588822,2.763611111111111,42.10444444444445,15.47031226404704,1.1218352142970407,0.933202801436122,1
0385X,1,16.892847349177334,10.66029684601113,14.848366606170599,23.974094202898552,17.9496336996337,1.3451553930530165,70.08683729433272,2.4881170018281535,3.2013888888888893,42.053888888888885,13.313797356887422,0.8523516653970187,1.2493620495862505,1
0394X,350,14.587551299589604,7.269429097605894,12.813949275362317,22.887137681159423,15.267765567765565,2.5931984968657704,72.55905152758778,1.2160966712266301,2.4719444444444445,42.21055555555556,15.61770858355353,1.2790427520453669,0.7957473921332725,0
0411X,2,16.407683486238533,9.57509328358209,14.712159709618874,23.89945652173913,17.25988909426987,1.513394495412844,73.44128440366973,2.379197247706422,3.093055555555556,42.22472222222223,14.324363238157039,0.9216342281005607,1.2176381806086016,1
0413A,355,15.353374006237882,8.579416839563775,13.341226708074535,23.141978193146414,16.045996860282575,2.1780205683454756,67.85700197238658,1.6256410256410256,2.7555555555555555,42.386944444444445,14.56256135358264,1.1562585401972543,0.965325066475761,1
0421E,100,17.011567261022602,10.261524518729738,15.213816037485307,24.800106703935743,17.911761462631425,2.0288159525620433,63.011329758514236,2.5412149120315375,3.006111111111111,42.39,14.538582185206005,1.1081717684169363,1.2644698637567169,1
0421X,100,17.187557992408266,10.391958041958041,14.972363636363635,24.830392156862747,17.85949764521193,1.6997891185153944,62.67102488401518,2.9086461408688318,3.006111111111111,42.39,14.438434114904705,0.9931736657064297,1.363191058504718,1
