indicativo,altitud,tmed_mean,tmed_winter,tmed_spring,tmed_summer,tmed_fall,prec_mean,hrMedia_mean,velmedia_mean,longitud_dd,latitud_dd,tmed_range,prec_mean_log,velmedia_mean_log,cluster
2044B,1100,11.586241768579491,4.555268022181147,9.707142857142859,19.9868320610687,12.345274102079394,1.510912511759172,63.21123361891206,3.3822201317027285,-2.5075,41.60055555555556,15.431564038887554,0.9206462375768834,1.4775554753525781,4
2048A,978,11.694297445255476,4.2539594843462245,9.903811252268602,20.219202898550726,12.282051282051283,1.2450729927007298,64.12157846715328,3.492016423357664,-2.4202777777777778,41.41944444444445,15.965243414204501,0.8087380341181076,1.502301693004345,4
2059B,1042,11.78328975698948,4.324677716390424,9.91461824953445,20.420057610445834,12.308073394495413,1.227652733118971,63.865495840931,4.357487367937528,-2.783333333333333,41.34972222222223,16.095379894055412,0.8009484450689913,1.6784950905350091,4
2084Y,960,11.121921568627451,4.223847376788553,9.469626168224298,19.04727838258165,11.59937106918239,1.6058782031067675,68.1435294117647,2.938365391988067,-3.046944444444444,41.721944444444446,14.823431005793095,0.9577697405063609,1.3707657620954132,1
2092,932,12.25867006669282,4.821553090332805,10.465450310559007,20.905909797822705,12.714263074484945,1.812095982518225,61.36406433895645,3.436367202824637,-3.0869444444444447,41.589444444444446,16.0843567074899,1.0339301065516076,1.4898358439757973,4
2096B,1150,12.019097413318658,4.580957683741648,9.840043763676148,20.724617067833698,12.805726872246696,1.4102288127014873,59.17068299884669,4.074573472757292,-3.251388888888889,41.37361111111111,16.14365938409205,0.8797216860254222,1.6242424766190027,4
2106B,955,12.253270094857713,4.692187499999999,10.645604395604396,21.036326530612243,13.232087912087913,1.534148776834748,61.812531203195206,2.9825761357963056,-3.3819444444444446,41.74583333333334,16.344139030612244,0.9298577924227862,1.381928880207854,4
2117D,790,12.584437009714144,4.682371923706136,11.367080745341616,21.550514579759863,13.159157509157508,0.935233124532445,55.177194214530104,1.8934947368421053,-3.742777777777778,41.66583333333333,16.868142656053728,0.6602277970194237,1.0624650230710924,4
2135A,993,11.615252938170668,4.30506958250497,10.1596261682243,20.28771551724138,12.564175824175823,1.4521716913643332,64.69979560551864,3.1859734287174244,-3.507222222222222,41.37277777777778,15.98264593473641,0.8969740365705464,1.4317392763489614,4
2140A,1135,12.374840036563072,4.977716390423573,10.271454545454546,20.942468239564427,13.207077205882353,1.5938756855575869,63.20658135283364,3.852605118829982,-3.785833333333333,41.464444444444446,15.964751849140853,0.953153160905308,1.5795156986455545,4
2150H,1798,8.41391129032258,2.060048426150121,6.0903846153846155,17.543837535014006,9.239939024390244,3.0575828239595477,62.26142473118279,3.849159946236559,-3.475277777777778,41.19194444444444,15.483789108863885,1.4005874327576222,1.5788054829857996,3
2166Y,756,12.894008834897846,5.27688053097345,11.228478260869567,21.627702702702706,13.622197802197803,0.9782903929095589,62.39867476532302,2.7461750903561644,-4.124722222222222,41.59305555555556,16.350822171729256,0.6822330338047433,1.3207353435478915,4
2172Y,725,13.428166351606805,5.596272493573264,11.3567335243553,22.252469135802468,13.868918918918917,1.0874606175173283,64.10743541272842,2.2231568998109643,-4.405555555555556,41.61194444444445,16.656196642229204,0.7359483117049485,1.1703612829425298,4
2182C,1107,12.56795154185022,5.231567328918321,10.732934782608696,21.20636160714286,13.221758241758241,1.4861784140969163,58.618116740088105,2.922466960352423,-3.790277777777778,41.13388888888889,15.97479427822454,0.9107467580503265,1.3667207824799323,4
2192C,795,12.205287671232877,4.700995575221239,10.486521739130433,20.745196506550222,12.801538461538463,1.2663013698630137,62.31616438356164,2.54972602739726,-4.265555555555555,41.38361111111111,16.044200931328984,0.8181491501716732,1.266870425128098,4
2235U,1140,11.363573883161513,4.6811634349030475,9.486141304347825,18.818528610354225,12.386629526462396,2.008068586129444,63.16838487972509,2.728095292550997,-4.52,42.87055555555556,14.137365175451176,1.1012982070674908,1.315897457803258,3
2243A,910,10.852141982864138,4.328467153284672,9.280434782608696,18.40325814536341,11.927197802197803,1.294604309241156,72.44798041615667,2.560403916768666,-4.277222222222222,42.79805555555556,14.074790992078738,0.8305604143734528,1.2698739981943459,1
2276B,908,11.452445842068483,3.851436781609196,9.595652173913043,19.895165745856353,12.223512747875352,1.2194968553459118,67.99685534591195,3.1759608665269043,-4.575,42.56888888888889,16.04372896424716,0.7972805284609927,1.429344479494021,4
2285B,869,12.896433470507544,4.847777777777779,11.08532608695652,21.392349726775954,14.145054945054943,0.9917695473251029,66.32098765432099,4.402331961591221,-4.001111111111111,42.52388888888889,16.544571948998176,0.6890234633760832,1.6868307050912406,4
2290Y,771,12.303322908522283,4.799242424242424,10.672554347826088,21.095129870129867,13.653479853479853,1.0989835809225956,64.50351837372948,2.823768569194683,-4.198888888888889,42.25111111111111,16.295887445887445,0.7414532184746929,1.341236472749624,4
2296A,1039,12.166045548654242,5.311080332409972,9.931301939058171,20.008967391304346,13.26685236768802,1.2986887508626639,60.02657004830918,3.4976535541752938,-1.9766666666666668,41.77555555555556,14.697887058894374,0.8323388520409819,1.503555828377631,1
2298,1080,11.337146066969845,3.9522686308558703,9.301944444444445,19.804891304347827,11.877158774373259,1.7806340835303807,57.44901323420906,2.6653876982530935,-3.131666666666667,41.95972222222223,15.852622673491956,1.02267898929538,1.2989341137147155,4
2302N,1197,10.26758385394165,3.5928169014084514,8.185674931129476,18.327953890489912,11.169580569457741,2.6964919491283914,68.45658471819463,3.5442967109867043,-3.1097222222222225,42.146388888888886,14.735136989081461,1.307384248041157,1.5138729765992884,3
2311Y,884,12.213133498145858,4.977142857142858,10.541978021978023,21.11965699208443,13.377747252747254,1.2171199011124845,63.28955500618047,3.418016069221261,-3.767777777777778,42.10527777777778,16.14251413494157,0.7962090117664792,1.4856907422075312,4
2331,891,11.299682034976152,4.390909090909091,9.863315217391305,19.76864111498258,12.683882783882783,1.5931240063593006,68.34817170111288,4.449523052464229,-3.620277777777778,42.35694444444445,15.377732024073488,0.9528633289221986,1.6955280915363238,1
2362C,1575,9.593908472479901,3.5589285714285714,7.5839207048458155,17.571767810026383,10.757692307692308,2.2353405688555785,64.68790965320822,3.9603277674706248,-4.713611111111112,42.89388888888889,14.012839238597811,1.1741341987194545,1.6014718207048426,3
2374X,830,12.284823776959495,5.004123711340206,10.693836978131213,20.71712765957447,13.116027088036116,1.1833176060343307,65.7017359284587,2.117932602466003,-4.617222222222223,42.35083333333333,15.713003948234263,0.780845557610052,1.1371701547720736,4
2400E,874,11.764673242909987,4.57209026128266,9.843995633187776,20.717678100263853,13.178296703296702,0.9610857969655517,66.06011097410604,4.212422934648582,-4.602777777777778,41.99555555555556,16.145587838981193,0.6734982978968852,1.6510448022959283,4
2401X,736,12.78569667077682,5.555819477434679,11.11318082788671,21.697751322751323,14.001923076923076,1.1725537742566678,68.55517879161529,2.210943279901356,-4.560555555555555,42.00944444444445,16.141931845316645,0.775903330098106,1.1665647506415997,4
2422,734,13.7526395173454,6.12426614481409,12.09909420289855,23.06602972399151,14.685054945054945,1.4218200100553042,63.05781799899447,1.8546003016591253,-4.754166666666666,41.64083333333333,16.94176357917742,0.8845193277762486,1.0489318338882698,4
2430Y,1178,12.438767545209323,6.146161671647433,9.982155797101449,21.042127659574465,13.674201474201476,1.5857954545454545,57.19135039756795,3.2467975206611572,-5.0441666666666665,40.54333333333333,14.895965987927031,0.9500331799844444,1.446165174343688,4
2444,1130,12.495875251509053,5.564705882352941,10.369927536231886,21.704670912951165,13.311428571428573,1.3001509054325955,59.50603621730382,2.8526911468812877,-4.679722222222223,40.65916666666666,16.139965030598226,0.8329747318404429,1.348771903303488,4
2453E,920,12.782402234636871,5.685866983372922,10.556739130434783,21.959630606860156,14.3017094017094,1.1880101574897761,61.69211669770329,3.108369040726364,-4.741944444444444,40.82888888888889,16.273763623487234,0.7829925269117451,1.4130261226775667,4
2456B,820,13.03620246659815,5.439530332681018,11.277289719626168,22.291295116772826,14.117249417249418,1.0786742034943473,60.080935251798564,2.837769784172662,-4.73,41.07138888888889,16.851764784091806,0.7317302883199238,1.3448914125067786,4
2462,1893,8.275615763546798,1.9838479809976246,5.328478260869566,17.89868073878628,9.257417582417581,4.186884236453202,68.72783251231527,3.7652709359605914,-4.010555555555555,40.793055555555554,15.914832757788654,1.6461331771046355,1.561354395082709,3
2465,1008,13.096954595791804,6.019374999999999,11.41467391304348,22.381951219512192,14.522802197802196,1.4847452934662235,57.40143964562569,2.971483942414175,-4.126388888888888,40.945277777777775,16.362576219512192,0.9101701566962489,1.379139813878589,4
2471Y,1237,10.994901836605447,4.600475059382423,8.962168141592922,20.193713450292396,12.271978021978022,2.251931602279924,64.62824572514249,2.8530643468906463,-4.211944444444445,40.71861111111112,15.593238390909974,1.1792491589551295,1.3488687659693102,3
2482B,870,12.715008505299611,5.797790029914137,11.08736263736264,22.737301587301584,14.074089068825911,1.0961562093528814,62.2290698914874,3.785810243492863,-4.375833333333333,41.12638888888889,16.939511557387448,0.7401052910447857,1.565655340453797,4
2491C,1960,7.251293568239959,1.9292109173527934,4.406721404534802,15.850877192982455,8.585416666666665,4.3145950280673615,62.617439058168166,5.365533172994002,-5.69,40.355,13.921666275629661,1.6704568147362124,1.8508979948788535,3
2503B,786,13.107085346215781,5.490606060606061,11.495224719101122,22.684330985915494,14.457536764705882,1.1502058367307846,62.559983896940416,3.471900161030596,-4.691944444444444,41.28,17.193724925309432,0.7655635755712986,1.4978134102526437,4
2503X,740,13.275956284153006,6.171428571428571,10.265217391304347,22.557608695652174,14.040659340659337,1.20327868852459,68.11612021857924,1.9745901639344263,-4.686944444444444,41.325833333333335,16.386180124223603,0.7899465639157379,1.090106269485768,4
2507Y,724,13.454220566297899,5.797830754560511,12.003453038674033,22.87439024390244,14.729670329670329,1.0808388132372162,62.794601382436866,2.954618818165142,-4.963611111111112,41.41944444444445,17.07655948934193,0.7327710880142945,1.3748842168441078,4
2512Y,925,13.255826330532214,5.406511627906977,11.077608695652176,22.213863636363637,14.213296703296704,0.9775350140056023,60.785434173669465,3.4583077160153772,-5.018611111111111,40.88222222222223,16.80735200845666,0.6818511267004423,1.4947692581569765,4
2517A,755,13.348814926878468,5.798238747553816,11.683727272727275,22.48254817987152,14.466813186813187,0.8891578416540595,58.31779400612741,3.520272314674735,-4.939722222222223,41.172777777777775,16.684309432317704,0.6361311433419959,1.5085722386388403,4
2536D,710,13.573460591133005,6.159263657957245,11.847282608695652,22.740369393139844,14.78543956043956,1.1064655172413793,63.15363300492611,3.65317118226601,-5.271388888888889,41.54833333333333,16.581105735182597,0.7450114326097992,1.537548961841067,4
2539,846,12.67185104052574,5.063207547169812,9.654347826086957,21.226229508196724,12.968498168498169,1.0722343921139101,62.0197152245345,3.792223439211391,-4.855555555555555,41.71194444444445,16.163021961026914,0.7286274416063434,1.5669944872744048,4
2555B,811,13.189158279963403,5.526937269372693,11.123913043478261,22.123626373626372,13.948717948717949,1.040453175099393,61.184354986276304,3.5169716376944193,-5.481388888888889,41.236666666666665,16.596689104253677,0.7131719278422196,1.5078417776388997,4
2565,702,14.267090395480226,6.674444444444443,12.20978260869565,23.468478260869563,14.593124999999997,1.252824858757062,62.92372881355932,3.9687853107344635,-5.630555555555556,41.555277777777775,16.79403381642512,0.8121849215252251,1.6031754059581644,4
2568D,985,11.298621323529412,4.426937269372693,9.294909090909092,19.5724907063197,11.985714285714288,1.2987002765264912,66.2890625,3.0971966911764706,-4.851111111111111,42.52361111111111,15.145553436947008,0.8323438660451302,1.4103030059982682,1
2593D,782,12.981663929939792,5.323893805309734,11.010652173913043,21.945652173913043,13.519120879120878,1.009879584017515,64.02900930487138,3.4781335522714834,-5.041111111111111,42.094166666666666,16.62175836860331,0.698074811827404,1.499206341821044,4
2604B,731,12.986263736263735,4.960204081632654,10.759366391184573,21.853037383177572,13.337032967032968,0.9858553925217973,61.808302808302805,2.954334554334554,-5.040277777777778,41.87583333333333,16.89283330154492,0.6860497495388209,1.3748123327863009,4
2611D,690,13.130432402846196,5.545132743362832,11.208695652173914,21.927391304347825,13.714945054945053,1.0761433944669454,62.9080459770115,3.3775125928005294,-5.592499999999999,41.85638888888889,16.382258560984994,0.7305120353975092,1.4764806618843043,4
2614,656,14.518609742747675,6.509070796460176,12.864565217391304,23.63173913043478,14.934285714285716,1.1164750957854406,61.4887794198139,1.9732348111658455,-5.735277777777778,41.51555555555556,17.122668333974605,0.7497520142124436,1.0896505221166997,4
2624C,1090,10.544653850525448,3.7897955994498695,8.467543859649123,18.182941176470585,10.95934065934066,2.8520610237634325,72.99063731550697,2.3929995866189575,-5.0075,42.958333333333336,14.393145577020716,1.3486083359088972,1.2217143639685923,0
2626Y,916,10.819093023255814,4.0935304990757855,9.081180811808117,18.866233766233766,11.279450757575756,1.3794537862916458,65.74651162790698,2.347558139534884,-5.193333333333333,42.62,14.77270326715798,0.8668709597857387,1.2082311664786363,1
2630X,1510,6.894405976883648,2.1792730844793713,5.4857289527720745,13.873354168312668,7.724786209930299,3.0961016810798445,71.46374784766925,3.809381775530955,-5.376944444444444,43.06222222222222,11.694081083833296,1.4100357119114681,1.5705685468614672,0
2661,916,11.910173357664233,5.066605166051661,9.947644927536233,19.92518115942029,12.584615384615386,1.4271441605839417,63.844406563577664,3.145015662985654,-5.651111111111112,42.58833333333334,14.858575993368628,0.8867153236553161,1.4219065673462596,1
2661B,912,20.348275862068967,,,20.348275862068963,,0.08448275862068966,41.13793103448276,3.341379310344828,-5.643611111111111,42.59944444444445,14.440254296680273,0.08110315315997552,1.4681921110638276,4
2664B,788,12.190432098765433,5.083022071307301,10.853112947658403,20.489975624619138,13.054743833017078,1.0548754553474562,61.750881834215164,3.5723324514991184,-5.504722222222222,42.29583333333333,15.406953553311837,0.7202152404412625,1.520023457965078,4
2701D,1120,10.78258492720547,5.136176470588235,8.982752293577983,17.82662601626016,11.650516536846924,2.561788211788212,69.53850596914603,2.7008491508491512,-5.870833333333334,42.88555555555556,12.690449545671925,1.2702627254322498,1.30856229354853,0
2728B,995,11.352701443875175,4.940018656716418,9.561567164179104,19.074487895716945,11.818587360594794,1.8617748085368302,68.40870982766651,2.9578947368421056,-6.070833333333333,42.64833333333333,14.134469239000527,1.0514419947879863,1.3757122517893539,3
2734D,919,12.573061526085281,5.745821646346746,10.820471014492753,20.113315217391303,13.055394190871368,1.2290815310330907,62.266975140192734,2.7064652869642707,-6.0744444444444445,42.47666666666667,14.367493571044557,0.801589631138604,1.310078669622048,1
2737E,1020,10.560084995269897,4.583318788328137,8.886517795983977,18.55196314648155,11.4177734375,1.1677412340100077,62.91374410493539,2.568014705882353,-6.196666666666667,42.3775,13.968644358153414,0.7736857194473314,1.2720093363130676,1
2742R,850,11.944569123960598,5.065277777777778,10.640399574324716,19.602450090744103,12.329908256880733,1.1384577785283498,65.06515124426328,2.9623855311355314,-5.779722222222222,42.46638888888889,14.537172312966325,0.7600849049913704,1.3768462507446253,1
2755X,715,13.643838429940667,6.069223659889094,12.13913043478261,22.16521739130435,14.055311355311355,0.9541363661531813,57.246006389776355,2.3161113646736653,-5.666666666666667,42.01083333333333,16.095993731415255,0.6699483393908204,1.1987928207482204,4
2766E,933,10.331408140814082,4.110690423162584,9.059891304347827,17.30108695652174,10.714365256124722,2.276138847611034,70.3883388338834,0.9698844884488449,-6.639722222222222,42.0825,13.190396533359156,1.1866655483683286,0.6779749057256256,0
2775X,850,12.173413705583757,5.328146853146853,10.359528130671507,19.797549019607843,12.569236883942764,1.8429357021996615,59.21573604060914,2.5809010152284264,-6.279722222222222,41.94138888888889,14.46940216646099,1.0448372162329027,1.2756144489778565,4
2777K,737,12.327172413793102,5.333641404805915,10.710885608856088,20.434615384615384,12.753663003663004,1.0912183908045978,61.40275862068965,2.475149425287356,-6.007222222222223,42.07805555555556,15.100973979809469,0.7377468582277834,1.2456374781749708,4
2789H,711,13.255656788139119,5.586166827598964,11.272514090176099,21.70021149314989,13.736768761034698,1.1551063829787234,63.01733940760855,3.438127659574468,-5.908888888888889,41.785555555555554,16.114044665550928,0.7678400879886472,1.4902325892103643,4
2804F,790,13.011882472759515,5.646909667194929,11.531347962382446,21.48581113207775,13.74185667752443,1.58351222542525,65.05188742288908,4.451289654177774,-6.141944444444444,41.53388888888889,15.83890146488282,0.9491498008512854,1.6958522144758794,4
2811A,1525,10.07327291299165,2.848031332822167,8.347160225706103,17.88047221394702,10.473136297358508,2.007234613528977,62.65680117420043,1.3824747474747476,-5.143055555555556,40.35055555555556,15.032440881124852,1.1010209234200572,0.8681397573189038,3
2828Y,1012,11.853757338551858,5.317828843106181,10.193633540372671,19.276205287713843,12.514128728414443,1.383530327451657,59.39686888454012,2.856849315068493,-5.519166666666667,40.35527777777778,13.958376444607662,0.8685827194969018,1.3498506105522363,1
2847X,865,12.057033797818816,4.802334433285088,10.357789855072463,20.263853211009174,12.748652644395099,1.0522441979253627,64.43249056396677,3.4253375760115725,-5.643333333333333,40.67555555555556,15.461518777724086,0.7189339250649306,1.4873465639142807,4
2863C,897,12.13084910013844,4.6499999999999995,10.513610586011344,20.2518115942029,12.901284403669724,1.1565008742312102,62.15306330552667,2.361114104543989,-5.366111111111111,40.73222222222223,15.6018115942029,0.7684869424992377,1.2122724977483634,4
2867,790,12.685952902519167,5.204434589800444,11.371739130434783,20.926847826086956,13.098901098901099,1.0118838992332968,63.832968236582694,3.49657721796276,-5.498333333333333,40.95944444444445,15.722413236286512,0.6990715464141426,1.5033164891289637,4
2870,775,14.248701575138355,7.1256666666666675,12.850931677018634,22.848479427549194,14.92032967032967,1.00950212137174,63.023201362281824,1.9704555129842487,-5.662222222222223,40.9575,15.722812760882526,0.6978869905779922,1.0887153124295892,4
2873X,817,12.47309407948094,5.365064102564102,10.714195583596215,21.11368243243243,13.179788961038962,1.152264391360044,64.02578949820894,2.9673071797603114,-5.779722222222222,40.90361111111111,15.748618329868329,0.7665204931917403,1.378087572303023,4
2882D,1003,13.340979926013944,6.7156015650650795,11.698531468531469,21.10906976744186,14.396019108280257,1.056785876774253,68.56712900116963,3.134289790087117,-5.8975,41.23888888888889,14.39346820237678,0.7211445103445736,1.4193155580013677,1
2885K,804,12.376697926065228,5.436509401679119,10.970245597491765,20.571603053435116,13.099372056514913,1.44985020839108,64.1189644731728,4.281542142068458,-6.022222222222222,41.30444444444444,15.135093651755996,0.8960268832553321,1.6642181274347918,1
2891A,690,14.356113779091245,7.36027496382055,12.869157608695653,22.85031104199067,15.088854003139716,1.5545811087241224,63.685260435906905,3.337366087920207,-6.462222222222223,41.26277777777778,15.490036078170117,0.9378882605957211,1.4672672716944242,4
2914C,785,13.072465075569967,5.877586206896552,11.292392638036809,21.446741270342468,13.848351648351647,1.2947154333200568,65.2334156124653,3.107112002468374,-6.202777777777778,40.78611111111111,15.569155063445915,0.830608841628539,1.4127201057173446,4
2916A,769,13.79705915039156,6.668550724637681,12.31287671232877,22.231679389312976,14.550131290868665,1.5746465943718473,60.78729096636444,3.55165547006663,-6.437777777777778,41.01138888888889,15.563128664675295,0.9457122797926188,1.5154910063643747,4
2918Y,1027,12.578875354666899,6.081215083798882,10.647280334728032,20.299071205207106,13.310714285714287,1.8862630091330723,62.87744923830549,3.781580163887281,-6.223611111111111,40.56944444444445,14.217856121408225,1.059962588955084,1.5647710700935207,3
2926B,748,12.992000662471016,6.149730458221024,11.48819612590799,20.807517241379312,13.89125344352617,1.5953586533335073,66.1726057510343,2.8882985086060637,-6.608888888888888,40.85138888888889,14.657786783158288,0.9537247164448901,1.3579716605558487,1
2930Y,880,11.33239082626453,5.167509481668774,9.638647342995169,18.636989795918367,12.040128205128203,2.9078856424756516,71.09695594126765,1.6613689941327483,-6.812777777777778,40.29666666666667,13.469480314249594,1.362996471335713,0.978840649850258,0
2945A,805,12.851214022984841,6.027423951169221,11.071847826086957,20.7354415274463,13.689559748427671,1.4820952944658183,67.26220775377331,3.271840781296241,-6.576944444444444,40.485,14.70801757627708,0.9091030802701217,1.4520448306675153,1
2946X,680,13.956709137270048,6.856880733944954,12.37410228509249,22.37863510370446,14.797924297924299,1.3475663024367197,58.09958962660506,2.8656982073694905,-6.6,40.635,15.521754369759506,0.8533791755509388,1.352142314461622,4
2966D,840,12.741589192330041,5.994182027649768,11.115978260869566,20.707389749702028,13.562453987730061,1.7944048156427597,66.89922945853235,3.847515979081929,-6.301388888888889,41.68333333333333,14.71320772205226,1.0276191378280526,1.5784664044844567,1
2969U,910,12.499578914535247,6.080172413793103,10.714005235602096,20.010049019607845,13.050184275184273,3.3941652439789634,69.59560199625702,2.9108120882044335,-7.183055555555556,42.02722222222222,13.92987660581474,1.4802775799869743,1.3637450476245636,0
2978X,380,14.00837159473523,7.117835178351783,12.836043689320388,21.357306763285028,14.610723192019949,1.9797959450280422,69.417661463116,1.5085953495023618,-7.421944444444445,41.92666666666666,14.239471584933245,1.0918548233500007,0.919722974784811,1
3013,1062,11.620377128953772,4.097785977859779,10.044927536231885,20.34287439613527,11.862271062271063,1.437089416058394,61.577402676399025,1.9224604622871047,-1.8788888888888888,40.84166666666667,16.24508841827549,0.8908044650074721,1.0724258855427535,4
3021Y,1250,11.741392047687551,4.387517212103077,9.925305623471882,21.097050938337805,12.179909033847986,1.7807185193791628,62.30540458835912,2.7366627532730785,-2.199722222222222,40.75833333333333,16.709533726234728,1.0227093545157921,1.3181929011200701,4
3040Y,1214,11.288558205257349,3.718008860846185,9.251695979899498,20.254989462382976,11.155890632930161,1.6674665955893588,63.0983512589616,2.71006813565956,-2.0763888888888893,40.57166666666667,16.53698060153679,0.9811291813747273,1.3110502418575913,4
3044X,928,12.91421052631579,6.116112084063047,11.702499999999999,22.073747276688454,13.483796296296296,2.1674162679425835,65.03350652887742,2.2303461031933014,-2.15,40.530277777777776,15.957635192625407,1.152916198117923,1.17258928418555,3
3085Y,920,14.353863242479322,6.4492939002940854,12.150736790000463,23.75688844176027,14.699548252717129,1.2986124556308487,58.632711498003914,2.3311009061501418,-2.953055555555556,40.407777777777774,17.307594541466187,0.8323056607279069,1.203302851802895,4
3094B,819,16.12629852882372,7.7198396676445755,14.110607778783322,26.063158220275156,16.465654185470704,0.8010553154249125,52.008860862503546,3.0262941534713765,-3.0213888888888887,40.011944444444445,18.34331855263058,0.5883727794505977,1.3928463880039794,4
3099Y,733,15.220906656465186,6.62511961722488,12.882961783439491,24.780849582172703,15.211154446177845,1.043496557000765,59.141247509123,2.956073512909645,-3.4961111111111114,39.93527777777778,18.155729964947824,0.7146623391667335,1.3752519962242225,4
3100B,540,15.732918469118463,7.116478873239436,14.05591137582602,25.43497267759563,16.057438620074855,1.0015813106292546,54.46314236724481,1.9202434059054108,-3.546111111111111,40.06722222222223,18.318493804356194,0.6939375234713173,1.0716669709928743,4
3103,910,13.384080237342705,6.021921182266009,11.256049389841277,22.415898058252427,13.703601953601954,1.856934030044592,60.1549783720157,1.7943402032617868,-3.301944444444444,41.00361111111111,16.393976875986418,1.0497490323431184,1.027596015506044,4
3104Y,1159,11.19523891966759,4.788247566063978,9.559716312056738,18.714198369565217,11.50528846153846,2.7878795185841296,61.211379342190384,1.1999826869806094,-3.888333333333333,40.88972222222222,13.92595080350124,1.3318063687420125,0.7884494907790366,3
3110C,1030,12.149755649083623,5.141113479695237,10.435175276767168,20.64851951547779,12.477078239608803,1.3941559815360645,55.66770626883768,1.801314913448735,-3.613888888888889,41.00694444444444,15.507406035782553,0.8730307602079541,1.030088918893955,4
3111D,1450,10.196779120364381,3.0286924382938043,8.13408,18.60301590333542,10.625080262826119,3.169641741059702,64.02271469608134,2.041821923203902,-3.5805555555555557,41.13555555555556,15.574323465041617,1.4278301187050018,1.1124566527429018,3
3125Y,672,16.126679493368883,7.871814686190754,14.294261130462553,25.631417935585883,16.43290787705768,1.1683034636590997,53.98668466604662,2.405099912031821,-3.6166666666666663,40.55,17.75960324939513,0.7739450477944516,1.225274281911609,4
3126Y,740,14.384961242067494,6.082025109011786,12.442688679245283,23.687985611510793,14.385694635488308,1.1447944662774252,57.36588019229431,1.2685093871628088,-3.7119444444444447,40.561388888888885,17.60596050249901,0.7630437278716744,0.8191229581617258,4
3129,609,15.568901813205612,7.07966804979253,13.938586956521737,25.384375,15.724725274725273,1.2373417721518987,55.38624700650017,3.115035921997947,-3.555555555555556,40.46666666666667,18.304706950207468,0.8052884523096606,1.414647563616556,4
3130C,1005,11.256523640113981,4.294645340751043,9.735934845319496,19.91769115442279,11.711360347322719,1.30912767131649,60.39122402568232,2.2599137742012307,-2.618055555555556,41.08638888888889,15.623045813671748,0.8368698217482619,1.1817007453972943,4
3140Y,990,13.692912680293505,5.749591503267973,11.270532060027284,22.398499317871764,14.10011419247488,1.2596355058318223,59.13646676342563,2.7104149726374973,-2.76,40.985,16.648907814603792,0.8152035196716908,1.3111437228272607,4
3168D,727,15.382928498118373,7.247856154910097,13.601358695652172,24.900815217391305,15.640796703296703,1.2801231611358195,55.176530961341086,2.4283954840916864,-3.1502777777777777,40.63027777777778,17.65295906248121,0.8242294595494536,1.232092362835938,4
3170Y,605,15.098114204032958,6.589012738853502,13.5385075217828,24.873307086614172,15.320983672807039,1.1016777214202107,57.93348027173123,2.566312747097698,-3.289722222222222,40.52833333333333,18.28429434776067,0.7427359407286955,1.2715322180904578,4
3175,607,15.096972288744439,6.72116182572614,13.241304347826087,24.724999999999998,15.557486263736264,1.0589291823469038,56.81269243927472,3.205405405405405,-3.443611111111111,40.48861111111111,18.00383817427386,0.7221860332564429,1.4363706991000667,4
3182Y,533,15.816799384443515,7.393015873015874,14.265430016863409,25.87957983193277,16.19770762119758,1.0584850238615349,56.76731159715364,2.469555094041747,-3.497777777777778,40.31166666666666,18.486563958916896,0.7219702869337037,1.2440263707649655,4
3191E,1004,14.18080738966815,6.610235131396957,12.042255434782607,23.48940217391304,14.45054945054945,1.5136503592199793,58.899931577146766,2.5709544988026,-3.765,40.69611111111111,16.87916704251608,0.9217360230177557,1.2728329266668374,4
3194U,664,15.539589683652911,7.346605519116105,14.069437989364253,25.55117889694253,15.787587036475399,1.0974463519313304,52.282992521621495,2.1988018415353507,-3.724166666666666,40.45166666666667,18.204573377826428,0.7407205818837708,1.162776315171115,4
3194Y,665,15.397374219610725,7.051820940819423,13.687045813586098,24.788068181818186,15.357909215955985,1.332721263312523,55.24476680132207,2.3914327170040286,-3.813333333333333,40.44833333333333,17.736247240998765,0.847035510253212,1.221252462493962,4
3195,667,16.24181000781861,7.8475513428120065,14.608540372670808,26.082298136645964,16.28594976452119,1.1206354141331483,55.33326817826427,1.9503909827998387,-3.6780555555555554,40.41194444444445,18.234746793833956,0.7517157674234731,1.081937698111855,4
3196,690,16.13403284671533,7.693542435424353,14.35018115942029,25.886413043478264,16.456593406593406,1.232778284671533,55.70095802919708,2.927782846715328,-3.786111111111111,40.37555555555556,18.19287060805391,0.8032466775887459,1.3680751055412568,4
3200,620,16.4460516028147,7.78736176935229,14.691459627329195,26.40419254658385,16.756671899529042,1.0842455043002346,55.589913995308834,3.314386239249414,-3.7222222222222223,40.29944444444444,18.61683077723156,0.7344069213194463,1.4619550755423332,4
3209Y,835,13.358029430582214,5.546467391304348,11.496952908587257,22.31362467866324,13.499101123595507,1.319321817018554,59.81626350560388,2.2729582952363985,-2.8741666666666665,40.765277777777776,16.76715728735889,0.8412748226937027,1.1856942533774895,4
3229Y,594,15.293832599118941,6.540702947845805,13.76271739130435,25.012173913043476,15.50043956043956,0.9066554710978301,56.3931718061674,2.5507842137712347,-3.3116666666666665,40.24722222222222,18.47147096519767,0.6453506449045203,1.2671684843790159,4
3245Y,635,15.009953240512063,6.12475362994794,13.529565217391305,24.949667405764966,15.344933920704845,0.8051478151450713,53.914917127071824,2.2484849363185986,-3.5058333333333334,39.69611111111111,18.824913775817027,0.5906424804790045,1.1781887142085956,4
