idema,fint,ta,lat,lon,alt
8293X,2025-05-29T09:00:00+0000,28.5,39.001667,-0.523056,88.0
8300X,2025-05-29T09:00:00+0000,29.4,39.11338,-0.445908,25.0
8309X,2025-05-29T09:00:00+0000,26.8,39.575455,-1.244795,758.0
8325X,2025-05-29T09:00:00+0000,27.1,39.184723,-0.371947,12.0
8337X,2025-05-29T09:00:00+0000,29.5,39.39214,-0.624616,186.0
8354X,2025-05-29T09:00:00+0000,24.7,40.41972,-1.44139,1130.0
8368U,2025-05-29T09:00:00+0000,24.3,40.350716,-1.124132,901.67
8376,2025-05-29T09:00:00+0000,23.1,40.236115,-1.411672,1430.0
8381X,2025-05-29T09:00:00+0000,21.6,40.06056,-1.283573,705.0
8395X,2025-05-29T09:00:00+0000,28.0,39.75333,-0.993611,515.0
8409X,2025-05-29T09:00:00+0000,29.8,39.66401,-0.653993,198.0
8414A,2025-05-29T09:00:00+0000,28.9,39.485016,-0.474677,55.9
8416X,2025-05-29T09:00:00+0000,23.3,39.479443,-0.337222,6.0
8416Y,2025-05-29T09:00:00+0000,25.7,39.480556,-0.366387,11.0
8439X,2025-05-29T09:00:00+0000,28.9,39.79555,-0.485282,400.0
8446Y,2025-05-29T09:00:00+0000,26.8,39.700806,-0.258878,24.0
8458X,2025-05-29T09:00:00+0000,23.9,40.430515,-0.849428,1380.0
8472A,2025-05-29T09:00:00+0000,25.2,40.087708,-0.54685,601.0
8486X,2025-05-29T09:00:00+0000,23.8,40.362514,-0.454339,1515.0
8489X,2025-05-29T09:00:00+0000,25.2,40.433216,-0.255675,1130.0
8492X,2025-05-29T09:00:00+0000,30.1,40.227142,-0.169683,420.0
8500A,2025-05-29T09:00:00+0000,25.7,39.95728,-0.071967,43.39
8503Y,2025-05-29T09:00:00+0000,24.9,40.2113,0.18354,35.0
8520X,2025-05-29T09:00:00+0000,24.5,40.693718,0.165221,1165.0
9012E,2025-05-29T09:00:00+0000,21.7,42.951336,-3.95718,915.0
9016X,2025-05-29T09:00:00+0000,21.1,42.809723,-4.032219,770.0
9019B,2025-05-29T09:00:00+0000,20.1,42.806248,-3.933916,720.0
9031C,2025-05-29T09:00:00+0000,21.5,42.559525,-3.30879,730.0
9051,2025-05-29T09:00:00+0000,19.6,42.919903,-3.482685,580.0
9060X,2025-05-29T09:00:00+0000,23.5,42.875217,-3.231729,910.0
9069C,2025-05-29T09:00:00+0000,22.0,42.68716,-2.960608,460.0
9073X,2025-05-29T09:00:00+0000,21.4,42.82983,-2.359745,660.0
9091R,2025-05-29T09:00:00+0000,20.1,42.871933,-2.732913,513.0
9111,2025-05-29T09:00:00+0000,22.6,42.421116,-3.170282,820.0
9115X,2025-05-29T09:00:00+0000,19.9,42.255,-2.968056,1630.0
9121X,2025-05-29T09:00:00+0000,20.5,42.575275,-2.854717,465.0
9122I,2025-05-29T09:00:00+0000,22.7,42.60389,-2.776667,612.0
9136X,2025-05-29T09:00:00+0000,21.9,42.230835,-2.871106,1006.0
9141V,2025-05-29T09:00:00+0000,22.6,42.41403,-2.726758,500.0
9145X,2025-05-29T09:00:00+0000,21.5,42.56724,-2.632837,575.0
9145Y,2025-05-29T09:00:00+0000,21.5,42.48278,-2.63944,429.0
9170,2025-05-29T09:00:00+0000,23.4,42.452343,-2.331024,353.0
9171K,2025-05-29T09:00:00+0000,24.1,42.570415,-2.183774,470.0
9178X,2025-05-29T09:00:00+0000,23.5,42.670654,-2.346127,570.0
9188,2025-05-29T09:00:00+0000,24.9,42.1495,-2.273211,855.0
9195C,2025-05-29T09:00:00+0000,15.1,42.793056,-0.505278,2275.6
9198X,2025-05-29T09:00:00+0000,22.1,42.749527,-0.51604,1197.0
9201X,2025-05-29T09:00:00+0000,22.2,42.579754,-0.545044,832.19
9207,2025-05-29T09:00:00+0000,22.3,42.74066,-0.750538,860.0
9208E,2025-05-29T09:00:00+0000,23.6,42.70861,-0.672778,1025.0
9211F,2025-05-29T09:00:00+0000,21.0,42.514168,-0.817243,722.0
9218A,2025-05-29T09:00:00+0000,23.3,42.8625,-0.924622,838.0
9228J,2025-05-29T09:00:00+0000,21.9,42.89624,-1.300216,635.0
9228T,2025-05-29T09:00:00+0000,23.0,43.007877,-1.325557,947.0
9238X,2025-05-29T09:00:00+0000,20.1,42.7175,-1.117222,612.0
9244X,2025-05-29T09:00:00+0000,22.1,42.490833,-1.213333,626.0
9245X,2025-05-29T09:00:00+0000,21.7,42.52139,-1.366381,440.0
9252X,2025-05-29T09:00:00+0000,22.7,42.489166,-1.655553,390.0
9257X,2025-05-29T09:00:00+0000,20.4,42.970554,-1.516946,615.0
9262P,2025-05-29T09:00:00+0000,22.7,42.70125,-1.49567,585.0
9263D,2025-05-29T09:00:00+0000,22.0,42.77695,-1.649869,459.0
9263X,2025-05-29T09:00:00+0000,21.5,42.7761,-1.532487,572.0
9274X,2025-05-29T09:00:00+0000,21.0,42.918846,-1.835118,432.0
9280B,2025-05-29T09:00:00+0000,23.8,42.549446,-1.857382,375.0
9287A,2025-05-29T09:00:00+0000,23.7,42.02646,-2.230789,1096.0
9293X,2025-05-29T09:00:00+0000,24.2,42.176132,-1.743811,371.3
9294E,2025-05-29T09:00:00+0000,23.3,42.198544,-1.475169,295.0
9299X,2025-05-29T09:00:00+0000,25.7,41.914867,-1.723337,475.0
9301X,2025-05-29T09:00:00+0000,24.2,41.95889,-1.690554,410.0
9302Y,2025-05-29T09:00:00+0000,23.8,42.055557,-1.609444,297.0
9321Y,2025-05-29T09:00:00+0000,22.9,42.134422,-1.132315,344.5
9336D,2025-05-29T09:00:00+0000,21.5,41.984173,-0.995737,543.0
9344C,2025-05-29T09:00:00+0000,23.5,41.216473,-2.292964,863.0
9352A,2025-05-29T09:00:00+0000,25.6,41.574635,-2.140382,1000.0
9354X,2025-05-29T09:00:00+0000,23.1,41.293,-1.895265,703.0
9374X,2025-05-29T09:00:00+0000,25.1,40.56667,-1.320827,1000.0
9377Y,2025-05-29T09:00:00+0000,26.2,40.77861,-1.568336,1185.0
9381I,2025-05-29T09:00:00+0000,24.0,40.926113,-1.293327,883.96
9390,2025-05-29T09:00:00+0000,24.3,41.114445,-1.41,774.33
9394X,2025-05-29T09:00:00+0000,22.0,41.33104,-1.645297,582.0
9427X,2025-05-29T09:00:00+0000,25.8,41.481113,-1.380829,370.0
9434,2025-05-29T09:00:00+0000,24.5,41.660557,-1.004167,249.0
9434P,2025-05-29T09:00:00+0000,24.1,41.621113,-0.934722,258.0
9436X,2025-05-29T09:00:00+0000,24.7,40.995373,-1.087365,1255.0
9445L,2025-05-29T09:00:00+0000,19.3,42.762405,-0.392704,1800.0
9451F,2025-05-29T09:00:00+0000,18.2,42.704445,-0.275278,1850.0
9453X,2025-05-29T09:00:00+0000,21.1,42.699238,-0.319003,1100.0
9460X,2025-05-29T09:00:00+0000,22.2,42.51278,-0.35556,775.0
9491X,2025-05-29T09:00:00+0000,23.8,42.029354,-0.585964,390.0
9495Y,2025-05-29T09:00:00+0000,24.6,41.796795,-0.617331,405.0
9501X,2025-05-29T09:00:00+0000,26.2,41.443134,-0.885947,535.0
9510X,2025-05-29T09:00:00+0000,,41.429173,-0.503955,205.0
9513X,2025-05-29T09:00:00+0000,26.4,41.031216,-0.805655,800.0
9531Y,2025-05-29T09:00:00+0000,24.1,40.82861,-0.792778,895.0
9546B,2025-05-29T09:00:00+0000,28.8,41.171967,-0.441907,305.0
9550C,2025-05-29T09:00:00+0000,28.4,40.974358,-0.407693,762.0
9561X,2025-05-29T09:00:00+0000,26.6,40.798428,-0.315396,755.0
9562X,2025-05-29T09:00:00+0000,24.2,40.621662,-0.101819,990.0
9569A,2025-05-29T09:00:00+0000,27.3,40.946556,-0.237653,466.0
9573X,2025-05-29T09:00:00+0000,27.1,41.058037,-0.141596,334.0
9574B,2025-05-29T09:00:00+0000,24.8,41.2425,-0.068611,215.0
9585,2025-05-29T09:00:00+0000,19.0,42.3325,1.939446,1699.12
9590,2025-05-29T09:00:00+0000,22.0,42.362118,1.693256,1038.0
9590D,2025-05-29T09:00:00+0000,15.7,42.43028,1.6675,1940.0
9632X,2025-05-29T09:00:00+0000,22.9,42.230274,1.569443,1196.0
9638D,2025-05-29T09:00:00+0000,26.6,42.15445,1.311946,609.0
9647X,2025-05-29T09:00:00+0000,25.5,41.805836,1.395552,435.0
9650X,2025-05-29T09:00:00+0000,25.4,41.88139,1.108615,400.0
9657X,2025-05-29T09:00:00+0000,21.0,42.62511,1.126203,952.0
9677,2025-05-29T09:00:00+0000,11.7,42.410007,1.214647,2410.0
9689X,2025-05-29T09:00:00+0000,21.4,42.466385,0.990837,1273.0
9698U,2025-05-29T09:00:00+0000,22.6,42.204723,0.864722,807.0
9707,2025-05-29T09:00:00+0000,24.3,42.06694,0.907217,515.0
9718X,2025-05-29T09:00:00+0000,24.5,41.68111,1.223051,463.0
9724X,2025-05-29T09:00:00+0000,25.5,41.873333,0.756111,520.0
9726E,2025-05-29T09:00:00+0000,25.2,41.55722,1.309439,657.0
9729X,2025-05-29T09:00:00+0000,24.6,41.616943,0.866659,252.0
9744B,2025-05-29T09:00:00+0000,21.7,42.50333,0.798893,1089.0
9751,2025-05-29T09:00:00+0000,22.4,42.31861,0.746943,760.0
9756X,2025-05-29T09:00:00+0000,24.9,42.1125,0.479998,765.0
9771C,2025-05-29T09:00:00+0000,23.0,41.626106,0.598058,185.83
9772X,2025-05-29T09:00:00+0000,25.9,41.366116,0.913608,673.0
9775X,2025-05-29T09:00:00+0000,26.8,41.41361,0.67833,392.0
9784P,2025-05-29T09:00:00+0000,23.6,42.629967,0.224707,992.0
9808X,2025-05-29T09:00:00+0000,23.5,42.421665,0.138052,610.0
9812M,2025-05-29T09:00:00+0000,21.5,42.655342,-0.099133,1206.0
9814I,2025-05-29T09:00:00+0000,19.4,42.656113,-0.124444,1905.0
9814X,2025-05-29T09:00:00+0000,25.1,42.63759,-0.111944,1076.0
9838B,2025-05-29T09:00:00+0000,23.1,42.599445,0.520556,1120.0
9839V,2025-05-29T09:00:00+0000,14.1,42.555,0.543056,2374.4
9843A,2025-05-29T09:00:00+0000,21.0,42.476948,0.434167,825.0
9855E,2025-05-29T09:00:00+0000,24.3,42.20139,0.466105,600.0
9866C,2025-05-29T09:00:00+0000,27.4,42.02139,0.140556,305.0
9894Y,2025-05-29T09:00:00+0000,24.6,41.799297,-0.160778,300.0
9898,2025-05-29T09:00:00+0000,24.7,42.084557,-0.325555,546.0
9901X,2025-05-29T09:00:00+0000,25.7,42.13889,-0.394996,463.0
9908X,2025-05-29T09:00:00+0000,23.9,41.77389,-0.333059,380.0
9911X,2025-05-29T09:00:00+0000,24.7,41.619446,0.187782,178.0
9918Y,2025-05-29T09:00:00+0000,23.8,41.780834,0.376949,218.0
9924X,2025-05-29T09:00:00+0000,25.7,41.52472,0.355555,170.0
9935X,2025-05-29T09:00:00+0000,26.2,40.873337,0.146389,483.0
9946X,2025-05-29T09:00:00+0000,26.4,40.953056,0.311668,495.0
9947X,2025-05-29T09:00:00+0000,24.6,41.17722,0.353329,370.0
9961X,2025-05-29T09:00:00+0000,24.5,41.249443,0.735283,363.0
9975X,2025-05-29T09:00:00+0000,26.4,41.005,0.613616,112.0
9981A,2025-05-29T09:00:00+0000,26.9,40.82028,0.493333,49.92
9988B,2025-05-29T09:00:00+0000,11.4,42.69196,0.973793,2467.0
9990X,2025-05-29T09:00:00+0000,22.8,42.70028,0.876944,1161.0
9994X,2025-05-29T09:00:00+0000,21.4,42.776108,0.689719,722.0
9995Y,2025-05-29T09:00:00+0000,20.5,43.091114,-1.300831,334.0
9998X,2025-05-29T09:00:00+0000,25.1,40.92139,-1.494444,1006.0
B013X,2025-05-29T09:00:00+0000,25.1,39.823338,2.885828,490.0
B051A,2025-05-29T09:00:00+0000,23.2,39.795555,2.691486,5.0
B087X,2025-05-29T09:00:00+0000,24.1,39.689167,2.512777,60.0
B103B,2025-05-29T09:00:00+0000,27.8,39.57947,2.368936,52.0
B158X,2025-05-29T09:00:00+0000,24.5,39.551468,2.466476,50.0
B228,2025-05-29T09:00:00+0000,23.8,39.554256,2.625268,3.0
B228D,2025-05-29T09:00:00+0000,,39.5525,2.638889,7.0
B236C,2025-05-29T09:00:00+0000,,39.642162,2.643755,95.0
B248,2025-05-29T09:00:00+0000,22.6,39.734997,2.713058,1030.0
B275E,2025-05-29T09:00:00+0000,26.1,39.60583,2.706667,47.0
B278,2025-05-29T09:00:00+0000,25.0,39.5608,2.736706,5.1
B301,2025-05-29T09:00:00+0000,24.5,39.379723,2.785002,113.0
B334X,2025-05-29T09:00:00+0000,28.9,39.495556,2.891662,140.0
B341X,2025-05-29T09:00:00+0000,28.9,39.50611,3.005556,149.4
B362X,2025-05-29T09:00:00+0000,27.8,39.405834,3.064166,40.0
B373X,2025-05-29T09:00:00+0000,24.0,39.351143,3.011862,3.0
B398A,2025-05-29T09:00:00+0000,24.2,39.135487,2.936671,164.66
B410B,2025-05-29T09:00:00+0000,25.2,39.340054,3.145785,45.0
B434X,2025-05-29T09:00:00+0000,23.0,39.41453,3.271683,21.45
B496X,2025-05-29T09:00:00+0000,24.9,39.630276,3.383603,25.0
B526X,2025-05-29T09:00:00+0000,26.3,39.68861,3.351112,110.0
B569X,2025-05-29T09:00:00+0000,26.1,39.716694,3.478002,57.0
B603X,2025-05-29T09:00:00+0000,26.3,39.723183,3.278571,99.0
B605X,2025-05-29T09:00:00+0000,25.1,39.796665,3.104721,2.0
B614E,2025-05-29T09:00:00+0000,28.0,39.556824,3.21778,100.0
B640X,2025-05-29T09:00:00+0000,27.9,39.616463,3.1212,94.9
B644B,2025-05-29T09:00:00+0000,27.8,39.643265,3.002128,120.0
B656A,2025-05-29T09:00:00+0000,27.5,39.652473,2.800156,121.0
B662X,2025-05-29T09:00:00+0000,28.4,39.677963,2.873775,105.0
B684A,2025-05-29T09:00:00+0000,25.1,39.792778,2.787778,842.0
B691Y,2025-05-29T09:00:00+0000,27.6,39.749165,3.01667,32.0
B760X,2025-05-29T09:00:00+0000,27.5,39.87694,3.024159,45.0
B780X,2025-05-29T09:00:00+0000,26.8,39.909447,3.100277,2.0
B800X,2025-05-29T09:00:00+0000,23.8,39.87611,4.323889,78.0
B825B,2025-05-29T09:00:00+0000,23.0,39.990555,4.086385,80.0
B860X,2025-05-29T09:00:00+0000,25.3,39.992775,3.853866,20.0
B870C,2025-05-29T09:00:00+0000,25.8,39.944786,3.956643,43.0
B893,2025-05-29T09:00:00+0000,24.5,39.854725,4.215556,91.0
B908X,2025-05-29T09:00:00+0000,27.5,39.05611,1.492503,110.0
B925,2025-05-29T09:00:00+0000,25.9,38.963055,1.321389,32.0
B954,2025-05-29T09:00:00+0000,23.6,38.876385,1.384446,6.0
B957,2025-05-29T09:00:00+0000,25.4,38.922638,1.441516,3.0
B986,2025-05-29T09:00:00+0000,25.2,38.69371,1.463528,24.0
C018J,2025-05-29T09:00:00+0000,18.0,28.969727,-13.690277,376.0
C019V,2025-05-29T09:00:00+0000,21.0,28.858885,-13.834999,6.0
C029O,2025-05-29T09:00:00+0000,22.5,28.951942,-13.600279,14.0
C038N,2025-05-29T09:00:00+0000,18.5,29.143612,-13.489167,277.0
C048W,2025-05-29T09:00:00+0000,18.1,29.0425,-13.680833,275.0
C101A,2025-05-29T09:00:00+0000,14.8,28.755833,-17.895279,2223.0
C117A,2025-05-29T09:00:00+0000,16.0,28.760555,-17.985556,684.0
C117Z,2025-05-29T09:00:00+0000,16.1,28.674723,-17.936666,733.0
C129V,2025-05-29T09:00:00+0000,21.9,28.455,-17.84111,19.0
C129Z,2025-05-29T09:00:00+0000,22.5,28.595833,-17.915277,62.0
C139E,2025-05-29T09:00:00+0000,20.9,28.633057,-17.755005,33.0
C148F,2025-05-29T09:00:00+0000,18.1,28.804722,-17.782223,362.0
C229J,2025-05-29T09:00:00+0000,22.4,28.04904,-14.358002,15.0
C239N,2025-05-29T09:00:00+0000,23.2,28.20861,-14.023056,1.0
C248E,2025-05-29T09:00:00+0000,20.1,28.416945,-14.019167,252.0
C249I,2025-05-29T09:00:00+0000,22.6,28.44472,-13.863055,25.0
C258K,2025-05-29T09:00:00+0000,19.9,28.6125,-13.931667,217.0
C259X,2025-05-29T09:00:00+0000,20.3,28.740557,-13.863056,6.0
C314Z,2025-05-29T09:00:00+0000,20.4,28.106943,-17.249166,1474.0
C316I,2025-05-29T09:00:00+0000,18.0,28.128332,-17.315,916.0
C317B,2025-05-29T09:00:00+0000,14.1,28.178888,-17.213057,765.0
C319W,2025-05-29T09:00:00+0000,21.4,28.054167,-17.306389,190.0
C328W,2025-05-29T09:00:00+0000,19.0,28.16361,-17.194166,252.0
C329Z,2025-05-29T09:00:00+0000,21.3,28.089722,-17.11139,15.0
C406G,2025-05-29T09:00:00+0000,18.2,28.224167,-16.62611,2150.0
C419L,2025-05-29T09:00:00+0000,19.1,28.207056,-16.792028,403.0
C419X,2025-05-29T09:00:00+0000,21.9,28.081388,-16.710556,130.0
C428T,2025-05-29T09:00:00+0000,20.2,28.180834,-16.483334,418.0
C429I,2025-05-29T09:00:00+0000,22.3,28.046991,-16.561157,64.0
C430E,2025-05-29T09:00:00+0000,15.0,28.308332,-16.499722,2368.93
C438N,2025-05-29T09:00:00+0000,18.8,28.359247,-16.401735,463.0
C439J,2025-05-29T09:00:00+0000,21.7,28.318405,-16.382229,115.0
C446G,2025-05-29T09:00:00+0000,12.8,28.526388,-16.280277,868.0
C447A,2025-05-29T09:00:00+0000,,28.477497,-16.329445,632.0
C449C,2025-05-29T09:00:00+0000,23.0,28.463337,-16.255281,35.61
C449F,2025-05-29T09:00:00+0000,22.2,28.508057,-16.195557,19.0
C457I,2025-05-29T09:00:00+0000,16.0,28.434444,-16.454445,567.0
C458A,2025-05-29T09:00:00+0000,18.2,28.496473,-16.420065,310.0
C459Z,2025-05-29T09:00:00+0000,21.1,28.418056,-16.548332,25.0
C468X,2025-05-29T09:00:00+0000,15.6,28.373056,-16.625834,667.0
C469E,2025-05-29T09:00:00+0000,20.6,28.37139,-16.7725,62.48
C611E,2025-05-29T09:00:00+0000,19.2,27.976667,-15.583889,1702.0
C612F,2025-05-29T09:00:00+0000,20.1,28.006945,-15.598889,1514.0
C614H,2025-05-29T09:00:00+0000,22.0,27.995,-15.615833,1060.0
C619X,2025-05-29T09:00:00+0000,20.3,28.10111,-15.712778,5.0
C619Y,2025-05-29T09:00:00+0000,22.3,28.00111,-15.8075,13.0
C623I,2025-05-29T09:00:00+0000,21.1,27.926666,-15.599722,1220.0
C625O,2025-05-29T09:00:00+0000,19.9,27.856943,-15.645,806.0
C628B,2025-05-29T09:00:00+0000,20.4,27.90889,-15.77,318.0
C629Q,2025-05-29T09:00:00+0000,20.7,27.78,-15.711111,10.0
C629X,2025-05-29T09:00:00+0000,22.6,27.81639,-15.764167,10.0
C635B,2025-05-29T09:00:00+0000,22.3,27.92,-15.574167,960.0
C639M,2025-05-29T09:00:00+0000,21.7,27.758057,-15.575556,45.0
C639U,2025-05-29T09:00:00+0000,22.7,27.8125,-15.453056,41.0
C648C,2025-05-29T09:00:00+0000,20.9,27.9025,-15.453889,306.0
C648N,2025-05-29T09:00:00+0000,20.9,27.9875,-15.457778,344.0
C649I,2025-05-29T09:00:00+0000,22.2,27.917725,-15.395303,24.0
C649R,2025-05-29T09:00:00+0000,21.0,27.986668,-15.377778,9.0
C656V,2025-05-29T09:00:00+0000,16.4,28.075277,-15.547222,683.0
C658X,2025-05-29T09:00:00+0000,18.6,28.078056,-15.453333,269.0
C659H,2025-05-29T09:00:00+0000,20.5,28.089722,-15.416111,55.0
C659M,2025-05-29T09:00:00+0000,20.6,28.113056,-15.421389,15.0
C665T,2025-05-29T09:00:00+0000,13.0,28.065556,-15.565556,900.0
C668V,2025-05-29T09:00:00+0000,17.4,28.094479,-15.674914,352.0
C669B,2025-05-29T09:00:00+0000,20.5,28.141666,-15.506667,86.0
C689E,2025-05-29T09:00:00+0000,21.8,27.735832,-15.595833,6.0
C839X,2025-05-29T09:00:00+0000,20.6,29.229586,-13.51021,19.0
C916Q,2025-05-29T09:00:00+0000,18.7,27.71889,-17.978056,948.0
C919K,2025-05-29T09:00:00+0000,20.4,27.666668,-18.017778,100.0
C925F,2025-05-29T09:00:00+0000,12.6,27.768951,-17.960417,1070.0
C928I,2025-05-29T09:00:00+0000,15.4,27.810833,-17.919443,670.0
C929I,2025-05-29T09:00:00+0000,21.3,27.818888,-17.88889,32.0
C939T,2025-05-29T09:00:00+0000,21.6,27.756441,-18.107374,20.0
0009X,2025-05-29T10:00:00+0000,28.7,41.213894,0.963335,406.0
0016A,2025-05-29T10:00:00+0000,27.5,41.145,1.163611,71.0
0034X,2025-05-29T10:00:00+0000,28.0,41.293053,1.260838,233.0
0042Y,2025-05-29T10:00:00+0000,24.1,41.123894,1.249167,55.0
0061X,2025-05-29T10:00:00+0000,25.1,41.417053,1.519269,632.0
0066X,2025-05-29T10:00:00+0000,27.2,41.33028,1.676942,177.0
0073X,2025-05-29T10:00:00+0000,23.3,41.243786,1.852626,58.0
0076,2025-05-29T10:00:00+0000,23.8,41.29278,2.069995,4.0
0092X,2025-05-29T10:00:00+0000,25.9,42.101387,1.857494,682.0
0106X,2025-05-29T10:00:00+0000,26.4,41.866386,1.872504,361.0
0114X,2025-05-29T10:00:00+0000,24.6,42.007057,2.026561,700.0
0120X,2025-05-29T10:00:00+0000,24.8,41.81328,2.09539,742.0
0149X,2025-05-29T10:00:00+0000,27.0,41.71988,1.84028,291.0
0158X,2025-05-29T10:00:00+0000,24.0,41.594444,1.839223,738.0
0171X,2025-05-29T10:00:00+0000,26.5,41.578888,1.617778,313.0
0194D,2025-05-29T10:00:00+0000,28.9,41.40819,1.885,647.0
0201D,2025-05-29T10:00:00+0000,23.6,41.390556,2.200001,26.0
0201X,2025-05-29T10:00:00+0000,24.4,41.374996,2.173886,11.0
0222X,2025-05-29T10:00:00+0000,27.8,41.612663,2.168412,175.0
0244X,2025-05-29T10:00:00+0000,26.1,41.504894,2.362637,56.0
0252D,2025-05-29T10:00:00+0000,26.4,41.587223,2.54,74.0
0260X,2025-05-29T10:00:00+0000,22.5,41.760063,2.431023,936.0
0281Y,2025-05-29T10:00:00+0000,27.3,41.677055,2.805112,45.0
0284X,2025-05-29T10:00:00+0000,27.2,41.807816,3.030933,14.0
0312X,2025-05-29T10:00:00+0000,24.4,42.258446,2.364353,851.0
0320I,2025-05-29T10:00:00+0000,23.9,42.31688,2.102774,1151.0
0324A,2025-05-29T10:00:00+0000,24.5,42.191387,2.196187,675.0
0360X,2025-05-29T10:00:00+0000,25.9,42.052837,2.551007,337.0
0363X,2025-05-29T10:00:00+0000,22.4,41.880833,2.513329,810.0
0367,2025-05-29T10:00:00+0000,28.2,41.911667,2.763329,143.0
0370E,2025-05-29T10:00:00+0000,28.3,41.972332,2.819442,76.0
0372C,2025-05-29T10:00:00+0000,27.8,42.104443,2.763611,157.0
0385X,2025-05-29T10:00:00+0000,24.4,42.053886,3.201389,1.0
0394X,2025-05-29T10:00:00+0000,27.4,42.210556,2.471827,350.0
0411X,2025-05-29T10:00:00+0000,27.9,42.224834,3.093053,2.0
0413A,2025-05-29T10:00:00+0000,27.5,42.386925,2.75558,355.0
0421X,2025-05-29T10:00:00+0000,29.1,42.38988,3.006114,100.0
0429X,2025-05-29T10:00:00+0000,28.6,42.259083,2.960328,45.0
0433D,2025-05-29T10:00:00+0000,23.0,42.31904,3.315556,75.0
1002Y,2025-05-29T10:00:00+0000,22.7,43.135723,-1.542961,183.0
1010X,2025-05-29T10:00:00+0000,23.2,43.27869,-1.675786,54.0
1012P,2025-05-29T10:00:00+0000,24.3,43.32641,-1.796536,120.0
1014A,2025-05-29T10:00:00+0000,23.4,43.357075,-1.792116,4.0
1021X,2025-05-29T10:00:00+0000,24.8,43.213833,-1.878823,165.0
1025A,2025-05-29T10:00:00+0000,23.2,43.015553,-2.256663,255.0
1025X,2025-05-29T10:00:00+0000,22.9,43.054634,-2.232037,255.0
1026X,2025-05-29T10:00:00+0000,22.6,43.05816,-2.184273,290.0
1033X,2025-05-29T10:00:00+0000,25.7,43.085,-1.950836,520.0
1037X,2025-05-29T10:00:00+0000,24.0,43.051796,-2.337095,460.0
1037Y,2025-05-29T10:00:00+0000,22.4,43.079918,-2.3175,420.0
1038X,2025-05-29T10:00:00+0000,23.4,43.172577,-2.267175,180.0
1041A,2025-05-29T10:00:00+0000,21.0,43.30214,-2.251035,28.0
1044X,2025-05-29T10:00:00+0000,25.6,43.057835,-2.589645,617.0
1048X,2025-05-29T10:00:00+0000,24.1,43.02505,-2.465715,308.0
1049N,2025-05-29T10:00:00+0000,23.9,43.138332,-2.495827,470.0
1050J,2025-05-29T10:00:00+0000,24.0,43.209293,-2.413218,119.0
1052A,2025-05-29T10:00:00+0000,20.2,43.31722,-2.397148,150.0
1056K,2025-05-29T10:00:00+0000,23.3,43.34239,-2.671184,45.0
1057B,2025-05-29T10:00:00+0000,18.5,43.453907,-2.752762,93.0
1059X,2025-05-29T10:00:00+0000,21.7,43.375088,-3.021602,81.0
1060X,2025-05-29T10:00:00+0000,26.2,43.05024,-3.005452,240.0
1064L,2025-05-29T10:00:00+0000,25.4,43.096333,-2.860274,270.0
1069Y,2025-05-29T10:00:00+0000,26.3,43.09923,-2.644187,747.0
1074C,2025-05-29T10:00:00+0000,23.7,43.202892,-2.706153,100.0
1078C,2025-05-29T10:00:00+0000,26.8,43.180576,-3.209649,210.0
1078I,2025-05-29T10:00:00+0000,24.3,43.203384,-3.104777,208.0
1082,2025-05-29T10:00:00+0000,26.4,43.29795,-2.906304,42.0
1083B,2025-05-29T10:00:00+0000,26.9,43.27972,-3.168615,177.0
1083L,2025-05-29T10:00:00+0000,22.4,43.39473,-3.233884,45.0
1089U,2025-05-29T10:00:00+0000,24.6,43.255833,-3.47083,80.0
1096X,2025-05-29T10:00:00+0000,21.5,43.39667,-3.469721,10.0
1103X,2025-05-29T10:00:00+0000,25.7,43.227554,-3.721084,849.0
1109X,2025-05-29T10:00:00+0000,23.5,43.42861,-3.831385,3.0
1111X,2025-05-29T10:00:00+0000,18.9,43.491055,-3.800431,50.96
1124E,2025-05-29T10:00:00+0000,24.8,43.2456,-3.849351,195.7
1135C,2025-05-29T10:00:00+0000,25.5,43.146942,-4.214141,460.0
1152C,2025-05-29T10:00:00+0000,25.5,43.271942,-4.048612,105.0
1154H,2025-05-29T10:00:00+0000,23.2,43.358517,-4.027419,110.0
1159,2025-05-29T10:00:00+0000,19.5,43.393456,-4.392103,38.0
1167B,2025-05-29T10:00:00+0000,26.9,43.143894,-4.812779,1100.0
1167H,2025-05-29T10:00:00+0000,13.7,43.176186,-4.834772,2330.62
1167J,2025-05-29T10:00:00+0000,19.0,43.089184,-4.773842,1721.85
1174I,2025-05-29T10:00:00+0000,27.6,43.18286,-4.601783,250.0
1176A,2025-05-29T10:00:00+0000,25.6,43.255714,-4.668234,940.0
1178E,2025-05-29T10:00:00+0000,26.5,43.17602,-4.902024,678.0
1178I,2025-05-29T10:00:00+0000,15.7,43.202496,-4.820994,1970.0
1178M,2025-05-29T10:00:00+0000,19.8,43.243923,-4.921692,1650.69
1178R,2025-05-29T10:00:00+0000,24.1,43.23739,-4.736775,1235.71
1178Y,2025-05-29T10:00:00+0000,25.8,43.145374,-4.931762,953.0
1179B,2025-05-29T10:00:00+0000,25.3,43.31111,-4.852774,458.0
1183X,2025-05-29T10:00:00+0000,20.3,43.420277,-4.748056,10.0
1186P,2025-05-29T10:00:00+0000,23.8,43.266632,-5.119247,370.0
1191D,2025-05-29T10:00:00+0000,21.3,43.177372,-5.00172,1505.0
1199X,2025-05-29T10:00:00+0000,23.7,43.377834,-5.396674,280.0
